source,target,tgt_lng
マネーロンダリング,洗钱,zh-MY
Level Up.,升级。,zh-MY
升级。,升级。,zh-MY
レベルアップする。,升级。,zh-MY
Executioner,行刑者,zh-MY
裁决使,行刑者,zh-MY
処刑人,行刑者,zh-MY
Magical Journey,奇幻旅程,zh-MY
神奇旅程,奇幻旅程,zh-MY
精霊の旅路,奇幻旅程,zh-MY
Return on Investment,投资回报,zh-MY
投资回报,投资回报,zh-MY
投資利益,投资回报,zh-MY
Cosmic Wisdom,银河智慧,zh-MY
星界智慧,银河智慧,zh-MY
宇宙の叡智,银河智慧,zh-MY
Double Equipment,双倍装备,zh-MY
天生一对,双倍装备,zh-MY
ダブルアイテム,双倍装备,zh-MY
Lock Step,锁步操作,zh-MY
见贤思齐,锁步操作,zh-MY
前ならえ,锁步操作,zh-MY
Sentinel's Shield,哨兵之盾,zh-MY
光明哨兵之盾,哨兵之盾,zh-MY
番人の盾,哨兵之盾,zh-MY
Edgy,边缘人物,zh-MY
边缘尖兵,边缘人物,zh-MY
はじっこぐらし,边缘人物,zh-MY
Chemtech Overdrive,生化科技：过载运转,zh-MY
炼金科技过载,生化科技：过载运转,zh-MY
ケミテックオーバードライブ,生化科技：过载运转,zh-MY
Magical Journey+,奇幻旅程+,zh-MY
神奇旅程+,奇幻旅程+,zh-MY
精霊の旅路+,奇幻旅程+,zh-MY
Phreaky Friday,飞客星期五,zh-MY
成吨的伤害,飞客星期五,zh-MY
フリーキーフライデー,飞客星期五,zh-MY
Coinpurse,零钱包,zh-MY
钱包,零钱包,zh-MY
小銭入れ,零钱包,zh-MY
Execute,处决,zh-MY
处决,处决,zh-MY
執行,处决,zh-MY
Coinpurse I,零钱包 I,zh-MY
钱包 I+,零钱包 I,zh-MY
小銭入れ I,零钱包 I,zh-MY
Patient Study,刻苦钻研,zh-MY
耐心学习,刻苦钻研,zh-MY
研究熱心,刻苦钻研,zh-MY
Guild of Thieves,窃贼公会,zh-MY
窃贼公会,窃贼公会,zh-MY
盗賊ギルド,窃贼公会,zh-MY
Action Surge,潜能爆发,zh-MY
潜能爆发,潜能爆发,zh-MY
攻撃衝動,潜能爆发,zh-MY
Coinpurse II,零钱包 II,zh-MY
钱包 II+,零钱包 II,zh-MY
小銭入れ II,零钱包 II,zh-MY
Learning Potential,学习潜能,zh-MY
学习潜能,学习潜能,zh-MY
伸びしろ,学习潜能,zh-MY
Nuts and Bolts,螺母和螺栓,zh-MY
零敲碎打,螺母和螺栓,zh-MY
基本部品,螺母和螺栓,zh-MY
Get Jinxed!,大闹一场！,zh-MY
罪恶快感！,大闹一场！,zh-MY
ロケット発射！,大闹一场！,zh-MY
Knowledge Download III+,知识下载 III+,zh-MY
知识下载 III+,知识下载 III+,zh-MY
知識のダウンロード III+,知识下载 III+,zh-MY
Blood Price,血的代价,zh-MY
血之代价,血的代价,zh-MY
血の価値,血的代价,zh-MY
Level Up?,升级？,zh-MY
升级？,升级？,zh-MY
レベルアップ？,升级？,zh-MY
Coinpurse III,零钱包 III,zh-MY
钱包 III+,零钱包 III,zh-MY
小銭入れ III,零钱包 III,zh-MY
Unburdened,卸下重担,zh-MY
轻装上阵,卸下重担,zh-MY
軽装,卸下重担,zh-MY
Latent Forge,潜心锻造,zh-MY
休眠锻炉,潜心锻造,zh-MY
未来の鍛冶場,潜心锻造,zh-MY
Conditioning,调节,zh-MY
调节,调节,zh-MY
心身調整,调节,zh-MY
Strength Of Ages,千年修行,zh-MY
岁月的力量,千年修行,zh-MY
歴戦の強者,千年修行,zh-MY
Eagle Eye,猎鹰之眼,zh-MY
鹰眼,猎鹰之眼,zh-MY
鷹の目,猎鹰之眼,zh-MY
Knowledge Download 1+,知识下载 I+,zh-MY
知识下载 I+,知识下载 I+,zh-MY
知識のダウンロード I+,知识下载 I+,zh-MY
Mana Jolt,法力震荡,zh-MY
法力激增,法力震荡,zh-MY
マナショック,法力震荡,zh-MY
No Scope,盲狙,zh-MY
卸下瞄准镜,盲狙,zh-MY
スコープ禁止,盲狙,zh-MY
Knowledge Download II+,知识下载 II+,zh-MY
知识下载 II+,知识下载 II+,zh-MY
知識のダウンロード II+,知识下载 II+,zh-MY
High-End Shopping,只买高档货,zh-MY
高端购物,只买高档货,zh-MY
ラグジュアリーショッピング,只买高档货,zh-MY
A Cut Above,略胜一筹,zh-MY
刀下取金,略胜一筹,zh-MY
一つ上の切れ味,略胜一筹,zh-MY
Chaos Magic,混沌魔法,zh-MY
混沌魔法,混沌魔法,zh-MY
混沌の魔法,混沌魔法,zh-MY
Bandle Bounty,班德尔赏金,zh-MY
班德尔奖金,班德尔赏金,zh-MY
バンドルバウンティー,班德尔赏金,zh-MY
Ionia Crown,爱欧尼亚之冠,zh-MY
艾欧尼亚之冕,爱欧尼亚之冠,zh-MY
アイオニアのクラウン,爱欧尼亚之冠,zh-MY
The Darkin Scythe,冥血罪镰,zh-MY
暗裔之镰,冥血罪镰,zh-MY
ダーキンの大鎌,冥血罪镰,zh-MY
Bilgewater Crown,比尔吉沃特之冠,zh-MY
比尔吉沃特之冕,比尔吉沃特之冠,zh-MY
ビルジウォーターのクラウン,比尔吉沃特之冠,zh-MY
Climb the Mountain,攀登高山,zh-MY
攀登巨峰,攀登高山,zh-MY
山頂を目指せ,攀登高山,zh-MY
Defender Circlet,捍卫者之环,zh-MY
护卫之环,捍卫者之环,zh-MY
ディフェンダーのサークレット,捍卫者之环,zh-MY
Zaun Circlet,佐恩之环,zh-MY
祖安之环,佐恩之环,zh-MY
ゾウンのサークレット,佐恩之环,zh-MY
Guile,诡计,zh-MY
诺克斯塔利的狡诈,诡计,zh-MY
策略,诡计,zh-MY
Total Domination+,全面征服+,zh-MY
全面主宰＋,全面征服+,zh-MY
完全支配+,全面征服+,zh-MY
Time UNdilator,时空稀释器,zh-MY
时间坍缩器,时空稀释器,zh-MY
タイム アンジュレーター,时空稀释器,zh-MY
Void Circlet,虚空之环,zh-MY
虚空之环,虚空之环,zh-MY
ヴォイドのサークレット,虚空之环,zh-MY
Artifact Expert: Lich Bane,神器专家：巫妖之祸,zh-MY
神器专家：巫妖之祸,神器专家：巫妖之祸,zh-MY
アーティファクトの専門家: リッチ ベイン,神器专家：巫妖之祸,zh-MY
Ixtal Crest,伊克斯塔尔之纹,zh-MY
以绪塔尔之徽,伊克斯塔尔之纹,zh-MY
イシュタルのクレスト,伊克斯塔尔之纹,zh-MY
Complete Collection,完成收藏,zh-MY
全套收藏,完成收藏,zh-MY
コンプリートコレクション,完成收藏,zh-MY
Artifact Expert: Luden's Tempest,神器专家：卢登骤雨,zh-MY
神器专家：卢登的激荡,神器专家：卢登骤雨,zh-MY
アーティファクトの専門家: ルーデン テンペスト,神器专家：卢登骤雨,zh-MY
Hammer of Orlon,奥伦的传奇圣锤,zh-MY
奥伦之锤,奥伦的传奇圣锤,zh-MY
オーロンのハンマー,奥伦的传奇圣锤,zh-MY
Walk The True Path,踏上正途I,zh-MY
行走于真实之道,踏上正途I,zh-MY
真の道を歩め,踏上正途I,zh-MY
Demacia Circlet,蒂玛西亚之环,zh-MY
德玛西亚之环,蒂玛西亚之环,zh-MY
デマーシアのサークレット,蒂玛西亚之环,zh-MY
Warden Crown,守望者之冠,zh-MY
ワーデンのクラウン,守望者之冠,zh-MY
Defender Crown,捍卫者之冠,zh-MY
护卫之冕,捍卫者之冠,zh-MY
ディフェンダーのクラウン,捍卫者之冠,zh-MY
Bruiser Circlet,蛮勇斗士之环,zh-MY
斗士之环,蛮勇斗士之环,zh-MY
ブルーザーのサークレット,蛮勇斗士之环,zh-MY
Void Crest,虚空之纹,zh-MY
虚空之徽,虚空之纹,zh-MY
ヴォイドのクレスト,虚空之纹,zh-MY
Zaun Crown,佐恩之冠,zh-MY
祖安之冕,佐恩之冠,zh-MY
ゾウンのクラウン,佐恩之冠,zh-MY
Vorpal Spikes,恐惧尖刺,zh-MY
恐惧之刺,恐惧尖刺,zh-MY
ヴォーパルスパイク,恐惧尖刺,zh-MY
The Darkin Aegis,冥血之盾,zh-MY
暗裔之盾,冥血之盾,zh-MY
ダーキンの大盾,冥血之盾,zh-MY
The Darkin Staff,冥血之杖,zh-MY
暗裔之杖,冥血之杖,zh-MY
ダーキンの杖,冥血之杖,zh-MY
The Trifarix,三巨头,zh-MY
崔法利议会,三巨头,zh-MY
トリファリックス,三巨头,zh-MY
Warden Circlet,守望者之环,zh-MY
神盾使之环,守望者之环,zh-MY
ワーデンのサークレット,守望者之环,zh-MY
Artifact Expert: Manazane,神器专家：魔力之蕴,zh-MY
神器专家：魔蕴,神器专家：魔力之蕴,zh-MY
アーティファクトの専門家: マナザネ,神器专家：魔力之蕴,zh-MY
Gunslinger Crown,神射手之冠,zh-MY
枪手之冠,神射手之冠,zh-MY
ガンスリンガーのクラウン,神射手之冠,zh-MY
Piltover Crest,皮尔托福之纹,zh-MY
皮尔特沃夫之徽,皮尔托福之纹,zh-MY
ピルトーヴァーのクレスト,皮尔托福之纹,zh-MY
Yordle Crown,约德尔人之冠,zh-MY
约德尔人之冕,约德尔人之冠,zh-MY
ヨードルのクラウン,约德尔人之冠,zh-MY
Disruptor Circlet,干扰者之环,zh-MY
耀光使之环,干扰者之环,zh-MY
ディスラプターのサークレット,干扰者之环,zh-MY
Spin to Win,转出胜利,zh-MY
旋转至胜,转出胜利,zh-MY
勝利への回転,转出胜利,zh-MY
Longshot Crest,长枪手之纹,zh-MY
ロングショットのクレスト,长枪手之纹,zh-MY
Freljord Crest,弗雷尔卓德之纹,zh-MY
弗雷尔卓德之徽,弗雷尔卓德之纹,zh-MY
フレヨルドのクレスト,弗雷尔卓德之纹,zh-MY
Piltover Circlet,皮尔托福之环,zh-MY
皮尔特沃夫之环,皮尔托福之环,zh-MY
ピルトーヴァーのサークレット,皮尔托福之环,zh-MY
Freljord Circlet,弗雷尔卓德之环,zh-MY
弗雷尔卓德之环,弗雷尔卓德之环,zh-MY
フレヨルドのサークレット,弗雷尔卓德之环,zh-MY
Artifact Expert: Zhonya's Paradox,神器专家：中娅悖论之钟,zh-MY
神器专家：中娅悖论,神器专家：中娅悖论之钟,zh-MY
アーティファクトの専門家: ゾーニャの遡時計,神器专家：中娅悖论之钟,zh-MY
Keep Away,请勿靠近,zh-MY
离我远点,请勿靠近,zh-MY
間合い維持,请勿靠近,zh-MY
暮光试炼,暮光试炼,zh-MY
Artifact Expert: Fishbones,神器专家：恶鲨火箭,zh-MY
神器专家：鱼骨头,神器专家：恶鲨火箭,zh-MY
アーティファクトの専門家: フィッシュボーン,神器专家：恶鲨火箭,zh-MY
Juggernaut Crown,重装战士之冠,zh-MY
主宰之冕,重装战士之冠,zh-MY
ジャガーノートのクラウン,重装战士之冠,zh-MY
Vanquisher Crown,征服者之冠,zh-MY
ヴァンキッシャーのクラウン,征服者之冠,zh-MY
Disruptor Crown,干扰者之冠,zh-MY
耀光使之冠,干扰者之冠,zh-MY
ディスラプターのクラウン,干扰者之冠,zh-MY
The Darkin Bow,冥血之弓,zh-MY
暗裔之弓,冥血之弓,zh-MY
ダーキンの弓,冥血之弓,zh-MY
Arcanist Crest,奥术大师之纹,zh-MY
アルカニストのクレスト,奥术大师之纹,zh-MY
Artifact Expert: Deathfire Grasp,神器专家：冥火之拥,zh-MY
神器专家：冥火之拥,神器专家：冥火之拥,zh-MY
アーティファクトの専門家: デスファイア グラスプ,神器专家：冥火之拥,zh-MY
Ixtal Expeditionist,伊克斯塔尔远征者,zh-MY
以绪塔尔探险家,伊克斯塔尔远征者,zh-MY
イシュタル遠征者,伊克斯塔尔远征者,zh-MY
Artifact Expert: Flickerblade,神器专家：烁刃,zh-MY
神器专家：纳沃利烁刃,神器专家：烁刃,zh-MY
アーティファクトの専門家: フリッカーブレード,神器专家：烁刃,zh-MY
Bilgewater Crest,比尔吉沃特之纹,zh-MY
比尔吉沃特之徽,比尔吉沃特之纹,zh-MY
ビルジウォーターのクレスト,比尔吉沃特之纹,zh-MY
Artifact Expert: Hullbreaker,神器专家：破船战斧,zh-MY
神器专家：破舰者,神器专家：破船战斧,zh-MY
アーティファクトの専門家: ハルブレイカー,神器专家：破船战斧,zh-MY
Ionia Crest,爱欧尼亚之纹,zh-MY
艾欧尼亚之徽,爱欧尼亚之纹,zh-MY
アイオニアのクレスト,爱欧尼亚之纹,zh-MY
Defender Crest,捍卫者之纹,zh-MY
护卫之徽,捍卫者之纹,zh-MY
ディフェンダーのクレスト,捍卫者之纹,zh-MY
Yordle Circlet,约德尔人之环,zh-MY
约德尔人之环,约德尔人之环,zh-MY
ヨードルのサークレット,约德尔人之环,zh-MY
Artifact Expert: Blighting Jewel,神器专家：枯萎宝石,zh-MY
神器专家：枯萎珠宝,神器专家：枯萎宝石,zh-MY
アーティファクトの専門家: 枯死の宝石,神器专家：枯萎宝石,zh-MY
Evolve and Overcome,进化与超越,zh-MY
进化，然后征服,进化与超越,zh-MY
進化と克服,进化与超越,zh-MY
Demacia Crown,蒂玛西亚之冠,zh-MY
德玛西亚之冕,蒂玛西亚之冠,zh-MY
デマーシアのクラウン,蒂玛西亚之冠,zh-MY
Artifact Expert: The Indomitable,神器专家：不屈,zh-MY
神器专家：顽强不屈,神器专家：不屈,zh-MY
アーティファクトの専門家: 不屈,神器专家：不屈,zh-MY
Total Domination,全面征服,zh-MY
全面主宰,全面征服,zh-MY
完全支配,全面征服,zh-MY
Longshot Circlet,长枪手之环,zh-MY
狙神之环,长枪手之环,zh-MY
ロングショットのサークレット,长枪手之环,zh-MY
Rocket Fist,火箭拳,zh-MY
飞爪铁拳,火箭拳,zh-MY
ロケットフィスト,火箭拳,zh-MY
Vanquisher Circlet,征服者之环,zh-MY
征服者之环,征服者之环,zh-MY
ヴァンキッシャーのサークレット,征服者之环,zh-MY
Artifact Expert: Innervating Locket,神器专家：支配宝匣,zh-MY
神器专家：激发之匣,神器专家：支配宝匣,zh-MY
アーティファクトの専門家: 心身統御のペンダント,神器专家：支配宝匣,zh-MY
Ixtal Crown,伊克斯塔尔之冠,zh-MY
以绪塔尔之冕,伊克斯塔尔之冠,zh-MY
イシュタルのクラウン,伊克斯塔尔之冠,zh-MY
Artifact Expert: Dawncore,神器专家：曙光核心,zh-MY
神器专家：黎明核心,神器专家：曙光核心,zh-MY
アーティファクトの専門家: ドーンコア,神器专家：曙光核心,zh-MY
Vision,视野,zh-MY
诺克斯伊狄的远谋,视野,zh-MY
展望,视野,zh-MY
Hero of the Placidium,平典城的英雄,zh-MY
普雷西典的英雄,平典城的英雄,zh-MY
プラシディウムの英雄,平典城的英雄,zh-MY
Ixtal Circlet,伊克斯塔尔之环,zh-MY
以绪塔尔之环,伊克斯塔尔之环,zh-MY
イシュタルのサークレット,伊克斯塔尔之环,zh-MY
Zaun Crest,佐恩之纹,zh-MY
祖安之徽,佐恩之纹,zh-MY
ゾウンのクレスト,佐恩之纹,zh-MY
Juggernaut Circlet,重装战士之环,zh-MY
主宰之环,重装战士之环,zh-MY
ジャガーノートのサークレット,重装战士之环,zh-MY
Freljord Crown,弗雷尔卓德之冠,zh-MY
弗雷尔卓德之冕,弗雷尔卓德之冠,zh-MY
フレヨルドのクラウン,弗雷尔卓德之冠,zh-MY
Vanquisher Crest,征服者之纹,zh-MY
ヴァンキッシャーのクレスト,征服者之纹,zh-MY
Artifact Expert: Prowler's Claw,神器专家：潜行者之爪,zh-MY
神器专家：暗行者之爪,神器专家：潜行者之爪,zh-MY
アーティファクトの専門家: プローラー クロウ,神器专家：潜行者之爪,zh-MY
Shadow Dash,影袭,zh-MY
奥义！影缚,影袭,zh-MY
殺気駆け,影袭,zh-MY
Arcanist Crown,奥术大师之冠,zh-MY
アルカニストのクラウン,奥术大师之冠,zh-MY
Slayer Circlet,杀戮者之环,zh-MY
裁决战士之环,杀戮者之环,zh-MY
スレイヤーのサークレット,杀戮者之环,zh-MY
Artifact Expert: Titanic Hydra,神器专家：泰坦九头蛇,zh-MY
神器专家：巨型九头蛇,神器专家：泰坦九头蛇,zh-MY
アーティファクトの専門家: タイタン ハイドラ,神器专家：泰坦九头蛇,zh-MY
Ionia Circlet,爱欧尼亚之环,zh-MY
艾欧尼亚之环,爱欧尼亚之环,zh-MY
アイオニアのサークレット,爱欧尼亚之环,zh-MY
Noxus Crown,诺克萨斯之冠,zh-MY
诺克萨斯之冕,诺克萨斯之冠,zh-MY
ノクサスのクラウン,诺克萨斯之冠,zh-MY
Artifact Expert: Spectral Cutlass,神器专家：鬼使弯刀,zh-MY
神器专家：幽魂弯刀,神器专家：鬼使弯刀,zh-MY
アーティファクトの専門家: スペクトラル カトラス,神器专家：鬼使弯刀,zh-MY
希尔科的复仇,希尔科的复仇,zh-MY
世界符文,世界符文,zh-MY
Artifact Expert: Talisman Of Ascension,神器专家：升华护符,zh-MY
神器专家：飞升护符,神器专家：升华护符,zh-MY
アーティファクトの専門家: 超越のタリスマン,神器专家：升华护符,zh-MY
Disruptor Crest,干扰者之纹,zh-MY
耀光使之徽,干扰者之纹,zh-MY
ディスラプターのクレスト,干扰者之纹,zh-MY
Longshot Crown,长枪手之冠,zh-MY
ロングショットのクラウン,长枪手之冠,zh-MY
Void Crown,虚空之冠,zh-MY
虚空之冕,虚空之冠,zh-MY
ヴォイドのクラウン,虚空之冠,zh-MY
Artifact Expert: Horizon Focus,神器专家：视界专注,zh-MY
神器专家：视界专注,神器专家：视界专注,zh-MY
アーティファクトの専門家: ホライゾン フォーカス,神器专家：视界专注,zh-MY
Artifact Expert: Sniper's Focus,神器专家：狙击手的专注,zh-MY
神器专家：狙击手的专注,神器专家：狙击手的专注,zh-MY
アーティファクトの専門家: スナイパー フォーカス,神器专家：狙击手的专注,zh-MY
Artifact Expert: Wits End,神器专家：智慧末刃,zh-MY
神器专家：智慧末刃,神器专家：智慧末刃,zh-MY
アーティファクトの専門家: ウィッツ エンド,神器专家：智慧末刃,zh-MY
Might,武勇,zh-MY
诺克斯克里的武力,武勇,zh-MY
武力,武勇,zh-MY
Piltover Crown,皮尔托福之冠,zh-MY
皮尔特沃夫之冕,皮尔托福之冠,zh-MY
ピルトーヴァーのクラウン,皮尔托福之冠,zh-MY
Demacia Crest,蒂玛西亚之纹,zh-MY
德玛西亚之徽,蒂玛西亚之纹,zh-MY
デマーシアのクレスト,蒂玛西亚之纹,zh-MY
Juggernaut Crest,重装战士之纹,zh-MY
主宰之徽,重装战士之纹,zh-MY
ジャガーノートのクレスト,重装战士之纹,zh-MY
Yordle Crest,约德尔人之纹,zh-MY
约德尔人之徽,约德尔人之纹,zh-MY
ヨードルのクレスト,约德尔人之纹,zh-MY
Noxus Crest,诺克萨斯之纹,zh-MY
诺克萨斯之徽,诺克萨斯之纹,zh-MY
ノクサスのクレスト,诺克萨斯之纹,zh-MY
Invoker Circlet,神谕者之环,zh-MY
神谕者之环,神谕者之环,zh-MY
インヴォーカーのサークレット,神谕者之环,zh-MY
Gunslinger Crest,神射手之纹,zh-MY
枪手之徽,神射手之纹,zh-MY
ガンスリンガーのクレスト,神射手之纹,zh-MY
Gunslinger Circlet,神射手之环,zh-MY
枪手之环,神射手之环,zh-MY
ガンスリンガーのサークレット,神射手之环,zh-MY
Artifact Expert: Lightshield Crest,神器专家：光盾之纹,zh-MY
神器专家：光盾徽章,神器专家：光盾之纹,zh-MY
アーティファクトの専門家: ライトシールドのクレスト,神器专家：光盾之纹,zh-MY
Perfect Parry,完美格挡,zh-MY
完美闪避,完美格挡,zh-MY
パーフェクトパリィ,完美格挡,zh-MY
元初公理,元初公理,zh-MY
Shiv Expert: Twisted Fate,弹簧刀专家：逆命,zh-MY
电刃专家：崔斯特,弹簧刀专家：逆命,zh-MY
シヴエキスパート: ツイステッド・フェイト,弹簧刀专家：逆命,zh-MY
Joint Album,联合专辑,zh-MY
联合专辑,联合专辑,zh-MY
共有アルバム,联合专辑,zh-MY
举重比赛,举重比赛,zh-MY
Secrets of the Sands,流沙秘辛,zh-MY
沙海奥秘,流沙秘辛,zh-MY
砂漠の秘密,流沙秘辛,zh-MY
Artifact Expert: Unending Despair,神器专家：无尽绝望,zh-MY
神器专家：无终恨意,神器专家：无尽绝望,zh-MY
アーティファクトの専門家: 終わりなき絶望,神器专家：无尽绝望,zh-MY
Noxus Circlet,诺克萨斯之环,zh-MY
诺克萨斯之环,诺克萨斯之环,zh-MY
ノクサスのサークレット,诺克萨斯之环,zh-MY
Arcanist Circlet,奥术大师之环,zh-MY
法师之环,奥术大师之环,zh-MY
アルカニストのサークレット,奥术大师之环,zh-MY
Warden Crest,守望者之纹,zh-MY
ワーデンのクレスト,守望者之纹,zh-MY
Quickstriker Circlet,迅击者之环,zh-MY
迅击战士之环,迅击者之环,zh-MY
韋駄天のサークレット,迅击者之环,zh-MY
Bilgewater Circlet,比尔吉沃特之环,zh-MY
比尔吉沃特之环,比尔吉沃特之环,zh-MY
ビルジウォーターのサークレット,比尔吉沃特之环,zh-MY
Artifact Expert: Seeker's Armguard,神器专家：探索者护腕,zh-MY
神器专家：探索者的护臂,神器专家：探索者护腕,zh-MY
アーティファクトの専門家: シーカー アームガード,神器专家：探索者护腕,zh-MY
Hero 101,英雄入门,zh-MY
英雄101,英雄入门,zh-MY
ヒーロー初級講座,英雄入门,zh-MY
Edgelord Crown,利刃霸者之冠,zh-MY
刀锋领主之冕,利刃霸者之冠,zh-MY
エッジロードのクラウン,利刃霸者之冠,zh-MY
Protector Crest,盾护大师之纹,zh-MY
圣盾使之徽,盾护大师之纹,zh-MY
プロテクターのクレスト,盾护大师之纹,zh-MY
Bastion Crest,壁垒之纹,zh-MY
バスティオンのクレスト,壁垒之纹,zh-MY
Prodigy Crown,天才之冠,zh-MY
天才之冕,天才之冠,zh-MY
プロディジーのクラウン,天才之冠,zh-MY
Supreme Cells Circlet,超武乾坤之环,zh-MY
兵王之环,超武乾坤之环,zh-MY
百機一門のサークレット,超武乾坤之环,zh-MY
Space Camp,星际营地,zh-MY
太空营地,星际营地,zh-MY
スペースキャンプ,星际营地,zh-MY
Nine Thousand Volts,九千伏特,zh-MY
9000伏特,九千伏特,zh-MY
9000ボルト,九千伏特,zh-MY
Give 'em the Chair!,上板凳！,zh-MY
给他们整点椅子！,上板凳！,zh-MY
パイプ椅子を食らえ！,上板凳！,zh-MY
Diamond Hands,钻石之手,zh-MY
钻石之手,钻石之手,zh-MY
ダイヤモンド ハンド,钻石之手,zh-MY
Golden Guillotine,黄金断头台,zh-MY
金制断头台,黄金断头台,zh-MY
ゴールデンギロチン,黄金断头台,zh-MY
Luchador Crest,筋肉人之纹,zh-MY
假面摔角手之徽,筋肉人之纹,zh-MY
ルチャドールのクレスト,筋肉人之纹,zh-MY
Mighty Mech Circlet,强大机甲之环,zh-MY
超级战队之环,强大机甲之环,zh-MY
マイティーロボのサークレット,强大机甲之环,zh-MY
Unbound Arcana,无缚奥术,zh-MY
解封奥能,无缚奥术,zh-MY
アルカナ解放,无缚奥术,zh-MY
Class President,班长,zh-MY
班长,班长,zh-MY
学級委員,班长,zh-MY
Ring The Bell,擂响战钟,zh-MY
擂台钟响,擂响战钟,zh-MY
ゴングを鳴らせ,擂响战钟,zh-MY
Crystal Gambit Circlet,水晶赌徒之环,zh-MY
水晶玫瑰之环,水晶赌徒之环,zh-MY
クリスタルガンビットのサークレット,水晶赌徒之环,zh-MY
Star Power,星光之力,zh-MY
巨星能量,星光之力,zh-MY
スターパワー,星光之力,zh-MY
Bastion Circlet,壁垒之环,zh-MY
バスティオンのサークレット,壁垒之环,zh-MY
Star Guardian Crest,星光战士之纹,zh-MY
星之守护者之徽,星光战士之纹,zh-MY
スターガーディアンのクレスト,星光战士之纹,zh-MY
Battle Academia Crown,战争学院之冠,zh-MY
战斗学院之冕,战争学院之冠,zh-MY
バトルアカデミアの王冠,战争学院之冠,zh-MY
Strategist Circlet,谋略家之环,zh-MY
司令之环,谋略家之环,zh-MY
ストラテジストのサークレット,谋略家之环,zh-MY
Tectonic Titan,地脉泰坦,zh-MY
地构泰坦,地脉泰坦,zh-MY
地殻変動タイタン,地脉泰坦,zh-MY
The Strongest Survive,强者生存,zh-MY
强者生存,强者生存,zh-MY
強者が生き残る,强者生存,zh-MY
Soul Fighter Crown,灵魂斗士之冠,zh-MY
斗魂战士之冕,灵魂斗士之冠,zh-MY
ソウルファイターのクラウン,灵魂斗士之冠,zh-MY
The God's Eye Opens,神之眼开启,zh-MY
魔眼睁开,神之眼开启,zh-MY
神の瞳が開く,神之眼开启,zh-MY
Raid Boss,强袭头目,zh-MY
副本BOSS,强袭头目,zh-MY
レイドボス,强袭头目,zh-MY
Strategist Crown,谋略家之冠,zh-MY
司令之冕,谋略家之冠,zh-MY
ストラテジストのクラウン,谋略家之冠,zh-MY
Learn From The Best,师从高人,zh-MY
トップから学ぼう,师从高人,zh-MY
Executioner Crown,处刑者之冠,zh-MY
裁决使者之冕,处刑者之冠,zh-MY
エクセキューショナーのクラウン,处刑者之冠,zh-MY
I'll Be The Legs,我来组成腿部,zh-MY
我来组成腿和脚,我来组成腿部,zh-MY
足になる！,我来组成腿部,zh-MY
Grand Slam,全垒打,zh-MY
大满贯,全垒打,zh-MY
グランドスラム,全垒打,zh-MY
Mighty Mech Crown,强大机甲之冠,zh-MY
超级战队之冕,强大机甲之冠,zh-MY
マイティーロボのクラウン,强大机甲之冠,zh-MY
Battle Academia Circlet,战争学院之环,zh-MY
战斗学院之环,战争学院之环,zh-MY
バトルアカデミアのサークレット,战争学院之环,zh-MY
Duelist Circlet,决斗者之环,zh-MY
决斗大师之环,决斗者之环,zh-MY
デュエリストのサークレット,决斗者之环,zh-MY
Power of Friendship,友谊之力,zh-MY
友谊能量,友谊之力,zh-MY
友情の力,友谊之力,zh-MY
Crystal Gambit Crest,水晶赌徒之纹,zh-MY
水晶玫瑰之徽,水晶赌徒之纹,zh-MY
クリスタルガンビットのクレスト,水晶赌徒之纹,zh-MY
Starfall,星殒,zh-MY
星落,星殒,zh-MY
流星雨,星殒,zh-MY
Heavyweight Circlet,重量级选手之环,zh-MY
重量级斗士之环,重量级选手之环,zh-MY
ヘビーウェイトのサークレット,重量级选手之环,zh-MY
Heavyweight Crown,重量级选手之冠,zh-MY
重量级斗士之冕,重量级选手之冠,zh-MY
ヘビーウェイトのクラウン,重量级选手之冠,zh-MY
Escape Velocity,逃逸速度,zh-MY
逃逸速率,逃逸速度,zh-MY
脱出速度,逃逸速度,zh-MY
Gain The Edge,锋芒毕露,zh-MY
锋不可当,锋芒毕露,zh-MY
エッジを効かせて,锋芒毕露,zh-MY
New Contenders,新晋参赛者,zh-MY
新竞争者,新晋参赛者,zh-MY
新たな優勝候補,新晋参赛者,zh-MY
Burning Bright,炽燃光芒,zh-MY
火光熠熠,炽燃光芒,zh-MY
赫灼たる炎,炽燃光芒,zh-MY
Unceasing,不休之力,zh-MY
永不停息,不休之力,zh-MY
終わりなし,不休之力,zh-MY
The Darkness Within,内在的黑暗,zh-MY
黑暗其内,内在的黑暗,zh-MY
内なる闇,内在的黑暗,zh-MY
Star Guardian Crown,星光战士之冠,zh-MY
星之守护者之冕,星光战士之冠,zh-MY
スターガーディアンのクラウン,星光战士之冠,zh-MY
I'll Be The Head,我来组成头部,zh-MY
我来组成头部,我来组成头部,zh-MY
頭になる,我来组成头部,zh-MY
Power Upload,能量上传,zh-MY
果实上传,能量上传,zh-MY
パワーアップロード,能量上传,zh-MY
Preemptive Protection,预先防护,zh-MY
预先开盾,预先防护,zh-MY
予防的防護,预先防护,zh-MY
Perfect Form,完美型态,zh-MY
完美形态,完美型态,zh-MY
完全体,完美型态,zh-MY
Teacher's Council,导师委员会,zh-MY
教师理事会,导师委员会,zh-MY
師範評議会,导师委员会,zh-MY
Wraith Crest,幽魂之纹,zh-MY
至高天之徽,幽魂之纹,zh-MY
